id,host_id,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,availability_365,number_of_reviews,review_scores_rating,reviews_per_month,Superhost_Status,price_per_guest,host_size_group
30270074,31662235,2015-04-21,f,1,6,t,Grandview-Woodland,49.27,-123.06,Entire home/apt,2,1,1,120.00,31,66,2,5.00,0.04,No,60.00,Multi Listing Host
30329954,19129507,2014-07-29,f,1,2,t,Sunset,49.23,-123.09,Entire home/apt,5,3,1,120.00,30,0,0,,,No,24.00,Multi Listing Host
31239574,180017812,2018-03-22,,7,9,t,Arbutus Ridge,49.25,-123.17,Private room,3,,2,120.00,30,285,0,,,Missing,40.00,Multi Listing Host
31240187,180017812,2018-03-22,,7,9,t,Arbutus Ridge,49.25,-123.16,Private room,3,,2,120.00,30,189,0,,,Missing,40.00,Multi Listing Host
31317039,168217258,2018-01-16,t,2,3,t,West End,49.29,-123.13,Entire home/apt,2,1,1,120.00,30,270,7,4.14,0.15,Yes,60.00,Multi Listing Host
31558615,186926761,2018-04-29,t,4,4,t,Kensington-Cedar Cottage,49.23,-123.07,Entire home/apt,4,2,2,120.00,30,303,20,4.95,0.38,Yes,30.00,Multi Listing Host
32164701,30236899,2015-03-29,t,1,2,t,Riley Park,49.24,-123.10,Entire home/apt,4,2,2,120.00,30,292,11,5.00,0.23,Yes,30.00,Multi Listing Host
32697640,6311882,2013-05-09,f,1,1,f,Kensington-Cedar Cottage,49.24,-123.07,Entire home/apt,4,2,3,120.00,4,0,3,5.00,0.06,No,30.00,Single Listing Host
33093120,249066718,2019-03-15,f,1,1,f,West End,49.28,-123.13,Entire home/apt,3,1,2,120.00,30,0,1,0.00,0.02,No,40.00,Single Listing Host
33098749,1880385,2012-03-07,t,1,3,t,Arbutus Ridge,49.26,-123.16,Entire home/apt,2,1,1,120.00,5,9,127,4.97,2.49,Yes,60.00,Multi Listing Host
34895728,263019124,2019-05-20,f,1,1,t,Downtown,49.28,-123.11,Entire home/apt,2,1,1,120.00,90,308,4,4.75,0.11,No,60.00,Single Listing Host
35493651,267029490,2019-06-07,f,1,1,t,Grandview-Woodland,49.29,-123.06,Entire home/apt,4,2,2,120.00,31,297,98,4.82,2.02,No,30.00,Single Listing Host
39421282,301560008,2019-10-10,f,1,1,t,Kensington-Cedar Cottage,49.25,-123.06,Entire home/apt,2,1,1,120.00,2,116,77,4.69,1.75,No,60.00,Single Listing Host
40975203,51932035,2015-12-21,f,1,1,t,Kensington-Cedar Cottage,49.25,-123.09,Entire home/apt,4,2,2,120.00,3,0,10,5.00,0.24,No,30.00,Single Listing Host
41219145,323504673,2020-01-02,f,1,1,t,Renfrew-Collingwood,49.25,-123.03,Entire home/apt,6,3,3,120.00,2,0,19,4.53,0.46,No,20.00,Single Listing Host
42546326,338919730,2020-02-26,f,1,1,f,Downtown,49.28,-123.12,Entire home/apt,2,1,1,120.00,30,0,1,3.00,0.03,No,60.00,Single Listing Host
42842762,98821337,2016-10-08,f,1,1,t,Arbutus Ridge,49.24,-123.17,Entire home/apt,4,2,3,120.00,30,173,6,5.00,0.17,No,30.00,Single Listing Host
43148884,49461922,2015-11-20,f,3,3,t,Downtown Eastside,49.28,-123.10,Entire home/apt,4,1,2,120.00,30,312,8,4.25,0.26,No,30.00,Multi Listing Host
43527973,55948760,2016-01-24,f,15,19,t,Marpole,49.21,-123.12,Entire home/apt,2,1,1,120.00,30,111,8,4.88,0.34,No,60.00,Multi Listing Host
43606103,55948760,2016-01-24,f,15,19,t,Marpole,49.21,-123.12,Entire home/apt,2,1,1,120.00,30,114,6,4.67,0.44,No,60.00,Multi Listing Host
44031753,55948760,2016-01-24,f,15,19,t,West End,49.28,-123.13,Entire home/apt,4,1,2,120.00,30,96,76,4.72,2.17,No,30.00,Multi Listing Host
45003088,95217850,2016-09-15,f,36,37,t,Mount Pleasant,49.27,-123.10,Entire home/apt,2,1,1,120.00,30,193,9,4.67,0.28,No,60.00,Multi Listing Host
48098117,231663454,2018-12-20,f,37,225,t,West End,49.28,-123.13,Entire home/apt,2,,1,120.00,30,97,0,,,No,60.00,Multi Listing Host
48228391,378134107,2020-12-03,f,23,39,f,Downtown,49.27,-123.13,Entire home/apt,2,,1,120.00,30,152,3,4.33,0.12,No,60.00,Multi Listing Host
48760992,393359499,2021-03-20,t,2,5,t,Killarney,49.23,-123.04,Entire home/apt,2,1,2,120.00,7,318,25,4.88,0.94,Yes,60.00,Multi Listing Host
50380794,58410001,2016-02-12,,5,5,t,Victoria-Fraserview,49.22,-123.08,Private room,1,,1,120.00,30,205,1,5.00,0.45,Missing,120.00,Multi Listing Host
50416700,36897387,2015-06-27,t,1,1,t,Grandview-Woodland,49.27,-123.07,Entire home/apt,2,,2,120.00,30,93,17,5.00,0.74,Yes,60.00,Single Listing Host
50625204,231663454,2018-12-20,f,37,225,t,West End,49.28,-123.13,Entire home/apt,3,1,1,120.00,30,34,0,,,No,40.00,Multi Listing Host
50687667,231663454,2018-12-20,f,37,225,t,West End,49.28,-123.13,Entire home/apt,2,,1,120.00,30,155,5,5.00,0.23,No,60.00,Multi Listing Host
51747629,376159940,2020-11-18,f,1,2,t,Downtown,49.28,-123.12,Entire home/apt,2,1,1,120.00,150,293,0,,,No,60.00,Multi Listing Host
52262826,1329380,2011-10-24,f,1,2,t,Riley Park,49.26,-123.09,Entire home/apt,2,2,1,120.00,7,12,12,4.92,0.65,No,60.00,Multi Listing Host
52594124,407567122,2021-06-16,t,1,1,t,Kitsilano,49.27,-123.15,Entire home/apt,4,2,2,120.00,30,287,9,5.00,0.49,Yes,30.00,Single Listing Host
52708672,17640604,2014-07-04,f,1,2,t,Hastings-Sunrise,49.27,-123.04,Entire home/apt,4,2,3,120.00,3,0,0,,,No,30.00,Multi Listing Host
5.89892E+17,95217850,2016-09-15,f,36,37,t,Kitsilano,49.26,-123.15,Entire home/apt,2,1,1,120.00,30,282,0,,,No,60.00,Multi Listing Host
6.00748E+17,453369881,2022-04-08,,1,3,t,Hastings-Sunrise,49.28,-123.06,Private room,2,,1,120.00,1,306,40,4.58,3.23,Missing,60.00,Multi Listing Host
6.09353E+17,366483,2011-01-28,t,4,4,t,Kensington-Cedar Cottage,49.23,-123.09,Entire home/apt,4,2,2,120.00,40,217,2,5.00,0.18,Yes,30.00,Multi Listing Host
6.14594E+17,99567027,2016-10-13,f,1,2,f,Mount Pleasant,49.26,-123.10,Entire home/apt,2,1,1,120.00,1,0,7,4.57,0.52,No,60.00,Multi Listing Host
6.41317E+17,124225622,2017-04-04,f,1,1,t,Mount Pleasant,49.26,-123.10,Entire home/apt,4,,2,120.00,30,188,1,5.00,0.23,No,30.00,Single Listing Host
6.42063E+17,462571795,2022-06-04,f,1,1,t,Sunset,49.23,-123.09,Entire home/apt,2,1,1,120.00,1,111,48,4.40,3.93,No,60.00,Single Listing Host
6.4517E+17,30849142,2015-04-08,f,1,2,t,Downtown Eastside,49.28,-123.10,Entire home/apt,2,1,1,120.00,180,358,1,5.00,1,No,60.00,Multi Listing Host
6.6614E+17,63795634,2016-03-20,f,1,2,t,Fairview,49.26,-123.13,Entire home/apt,4,2,2,120.00,30,301,3,4.00,0.32,No,30.00,Multi Listing Host
6.70266E+17,468214114,2022-07-07,t,2,5,t,Renfrew-Collingwood,49.24,-123.04,Entire home/apt,5,2,2,120.00,30,248,0,,,Yes,24.00,Multi Listing Host
6.98531E+17,291641262,2019-09-03,t,1,1,f,Riley Park,49.25,-123.10,Entire home/apt,2,1,1,120.00,7,266,9,4.89,1.07,Yes,60.00,Single Listing Host
7.11909E+17,40342883,2015-08-03,,1,3,t,Downtown,49.28,-123.12,Private room,1,,1,120.00,30,364,1,5.00,0.14,Missing,120.00,Multi Listing Host
7.22007E+17,94357801,2016-09-09,,1,2,t,West Point Grey,49.26,-123.20,Private room,2,,1,120.00,2,43,7,5.00,0.81,Missing,60.00,Multi Listing Host
7.31947E+17,184545155,2018-04-16,f,1,1,t,Downtown,49.28,-123.12,Entire home/apt,2,1,1,120.00,30,269,2,5.00,0.58,No,60.00,Single Listing Host
7.43418E+17,470376982,2022-07-19,f,1,1,t,Victoria-Fraserview,49.22,-123.07,Entire home/apt,2,1,1,120.00,30,313,0,,,No,60.00,Single Listing Host
7.57584E+17,27290404,2015-02-05,f,1,1,t,Renfrew-Collingwood,49.25,-123.03,Entire home/apt,4,2,2,120.00,1,93,16,4.63,2.46,No,30.00,Single Listing Host
7.60957E+17,415257646,2021-07-26,,1,1,f,West End,49.29,-123.13,Private room,2,,1,120.00,3,29,0,,,Missing,60.00,Single Listing Host
7.74914E+17,11020431,2014-01-04,f,2,2,t,Grandview-Woodland,49.27,-123.07,Entire home/apt,2,1,1,120.00,4,190,1,5.00,0.18,No,60.00,Multi Listing Host
7.87828E+17,443048080,2022-02-01,f,3,3,t,Renfrew-Collingwood,49.24,-123.03,Entire home/apt,2,1,1,120.00,30,251,2,4.50,0.52,No,60.00,Multi Listing Host
7.92661E+17,76946342,2016-06-10,,7,8,f,Marpole,49.21,-123.13,Private room,1,,1,120.00,7,0,1,5.00,0.5,Missing,120.00,Multi Listing Host
8.12319E+17,57515525,2016-02-05,f,1,1,f,Kitsilano,49.26,-123.16,Entire home/apt,2,1,1,120.00,30,320,1,5.00,1,No,60.00,Single Listing Host
8.13878E+17,53241924,2016-01-04,f,1,1,t,Kensington-Cedar Cottage,49.25,-123.09,Entire home/apt,2,1,1,120.00,30,328,0,,,No,60.00,Single Listing Host
8.17479E+17,5459685,2013-03-14,f,2,6,t,Kensington-Cedar Cottage,49.25,-123.07,Entire home/apt,3,1,1,120.00,3,74,0,,,No,40.00,Multi Listing Host
8.42904E+17,485488460,2022-10-28,t,5,5,t,Downtown,49.28,-123.13,Entire home/apt,4,2,3,120.00,2,48,6,5.00,2.07,Yes,30.00,Multi Listing Host
8.49451E+17,231663454,2018-12-20,f,37,225,t,Downtown Eastside,49.28,-123.10,Entire home/apt,2,,1,120.00,30,127,0,,,No,60.00,Multi Listing Host
8.5102E+17,210057323,2018-08-17,f,1,1,t,Downtown,49.28,-123.12,Entire home/apt,2,1,1,120.00,30,313,1,3.00,0.71,No,60.00,Single Listing Host
8.58219E+17,474073067,2022-08-09,,16,23,t,Oakridge,49.22,-123.13,Private room,4,,2,120.00,4,76,0,,,Missing,30.00,Multi Listing Host
8.58692E+17,474073067,2022-08-09,,16,23,t,Oakridge,49.22,-123.14,Private room,4,,2,120.00,4,112,0,,,Missing,30.00,Multi Listing Host
8.84812E+17,197127241,2018-06-21,t,6,14,t,Kitsilano,49.27,-123.16,Entire home/apt,2,1,1,120.00,30,328,1,5.00,1,Yes,60.00,Multi Listing Host
8.92033E+17,995996,2011-08-20,f,1,1,f,Downtown,49.28,-123.11,Entire home/apt,2,1,1,120.00,30,219,0,,,No,60.00,Single Listing Host
8.93713E+17,181652716,2018-03-31,f,1,3,t,Downtown,49.27,-123.11,Entire home/apt,3,1,2,120.00,30,0,0,,,No,40.00,Multi Listing Host
8.95843E+17,473893690,2022-08-08,,12,17,t,Arbutus Ridge,49.24,-123.16,Private room,1,,1,120.00,15,364,0,,,Missing,120.00,Multi Listing Host
8.95851E+17,473893690,2022-08-08,,12,17,t,Arbutus Ridge,49.24,-123.16,Private room,1,,1,120.00,15,364,0,,,Missing,120.00,Multi Listing Host
9.06583E+17,518237189,2023-06-04,f,1,1,f,Victoria-Fraserview,49.22,-123.07,Entire home/apt,2,1,1,120.00,1,355,0,,,No,60.00,Single Listing Host
9.0825E+17,51370393,2015-12-14,f,2,2,t,Grandview-Woodland,49.27,-123.07,Entire home/apt,1,,1,120.00,3,50,0,,,No,120.00,Multi Listing Host
961831,3751879,2012-10-03,,2,2,t,Kitsilano,49.27,-123.16,Private room,1,,1,121.00,4,100,39,5.00,1.36,Missing,121.00,Multi Listing Host
3534949,7465731,2013-07-13,,2,2,t,Dunbar Southlands,49.26,-123.20,Private room,3,,1,121.00,3,33,97,4.75,0.9,Missing,40.33,Multi Listing Host
4075378,21136663,2014-09-09,f,1,1,t,Downtown,49.27,-123.12,Entire home/apt,2,,1,121.00,30,303,105,4.66,1.01,No,60.50,Single Listing Host
13784356,80571916,2016-06-28,f,4,6,t,Downtown,49.28,-123.13,Entire home/apt,1,,1,121.00,30,128,60,4.63,0.71,No,121.00,Multi Listing Host
14570210,8481351,2013-08-28,t,1,3,t,Kensington-Cedar Cottage,49.26,-123.07,Entire home/apt,4,,2,121.00,2,20,385,4.81,4.67,Yes,30.25,Multi Listing Host
40823628,317533561,2019-12-14,f,3,3,t,Killarney,49.22,-123.04,Entire home/apt,2,1,1,121.00,2,174,83,4.49,2.01,No,60.50,Multi Listing Host
44905459,362818251,2020-08-16,,1,6,t,Oakridge,49.22,-123.13,Private room,2,,2,121.00,1,122,18,4.61,1.43,Missing,60.50,Multi Listing Host
51583568,263565383,2019-05-22,t,1,1,t,Hastings-Sunrise,49.29,-123.05,Entire home/apt,2,1,1,121.00,2,9,95,4.98,4.33,Yes,60.50,Single Listing Host
5.70298E+17,8905965,2013-09-18,t,1,2,t,Hastings-Sunrise,49.28,-123.03,Entire home/apt,2,1,1,121.00,2,23,57,4.95,3.75,Yes,60.50,Multi Listing Host
7.60425E+17,295589552,2019-09-17,t,4,4,t,Hastings-Sunrise,49.26,-123.05,Private room,2,,1,121.00,30,23,1,5.00,1,Yes,60.50,Multi Listing Host
7.74643E+17,41212701,2015-08-11,,3,4,t,Downtown,49.28,-123.11,Private room,2,,1,121.00,1,267,29,4.86,4.81,Missing,60.50,Multi Listing Host
8.18446E+17,123821276,2017-04-02,,6,6,t,Dunbar Southlands,49.24,-123.18,Private room,4,,2,121.00,2,340,2,5.00,2,Missing,30.25,Multi Listing Host
8.52996E+17,107097144,2016-12-13,f,1,2,t,Marpole,49.22,-123.15,Entire home/apt,4,2,2,121.00,2,165,4,3.50,1.97,No,30.25,Multi Listing Host
3629071,13871489,2014-04-03,t,1,2,t,Grandview-Woodland,49.27,-123.07,Entire home/apt,2,1,1,122.00,1,242,660,4.92,6.1,Yes,61.00,Multi Listing Host
8533639,29472003,2015-03-16,,2,3,t,Hastings-Sunrise,49.28,-123.03,Private room,1,,1,122.00,3,162,23,5.00,0.28,Missing,122.00,Multi Listing Host
13994841,16190613,2014-05-30,f,2,7,t,Downtown,49.28,-123.12,Entire home/apt,4,1,4,122.00,30,242,176,4.74,2.11,No,30.50,Multi Listing Host
31338715,11207116,2014-01-11,f,13,18,t,West End,49.29,-123.13,Entire home/apt,4,2,6,122.00,30,67,0,,,No,30.50,Multi Listing Host
44337002,134758907,2017-06-12,f,12,15,t,Downtown,49.28,-123.12,Entire home/apt,2,1,1,122.00,30,132,4,5.00,0.12,No,61.00,Multi Listing Host
52906769,46673467,2015-10-15,t,2,4,t,Hastings-Sunrise,49.27,-123.04,Entire home/apt,2,,1,122.00,3,274,56,4.79,2.89,Yes,61.00,Multi Listing Host
53740950,51940873,2015-12-21,,2,2,t,Fairview,49.26,-123.14,Private room,2,,1,122.00,3,49,40,4.98,2.37,Missing,61.00,Multi Listing Host
7.18836E+17,454491500,2022-04-15,,9,13,t,West Point Grey,49.27,-123.21,Private room,2,,1,122.00,3,52,12,4.83,1.39,Missing,61.00,Multi Listing Host
7.41342E+17,95217850,2016-09-15,f,36,37,t,Downtown,49.28,-123.12,Entire home/apt,4,1,2,122.00,30,220,0,,,No,30.50,Multi Listing Host
8.39607E+17,349804247,2020-06-12,,59,81,t,Oakridge,49.22,-123.13,Entire home/apt,2,1,1,122.00,30,170,0,,,Missing,61.00,Multi Listing Host
8.46638E+17,28262569,2015-02-24,f,1,1,t,Downtown,49.28,-123.12,Entire home/apt,2,1,1,122.00,30,123,0,,,No,61.00,Single Listing Host
8.88362E+17,227662329,2018-11-26,f,144,221,t,Kitsilano,49.27,-123.15,Entire home/apt,2,1,1,122.00,30,242,0,,,No,61.00,Multi Listing Host
15058838,18554515,2014-07-21,f,1,1,f,Kensington-Cedar Cottage,49.25,-123.07,Entire home/apt,2,,1,123.00,3,0,52,4.85,0.84,No,61.50,Single Listing Host
20887111,68340002,2016-04-22,f,1,2,t,Victoria-Fraserview,49.23,-123.05,Entire home/apt,2,1,1,123.00,1,6,63,4.60,0.9,No,61.50,Multi Listing Host
21412468,40061935,2015-07-30,t,2,5,t,Kitsilano,49.27,-123.17,Entire home/apt,3,2,2,123.00,1,42,286,4.82,5.21,Yes,41.00,Multi Listing Host
30014538,10237955,2013-11-24,f,3,3,t,Grandview-Woodland,49.27,-123.07,Entire home/apt,2,1,,123.00,3,170,110,4.45,2,No,61.50,Multi Listing Host
30083690,188731233,2018-05-09,f,1,4,t,Kitsilano,49.27,-123.14,Entire home/apt,2,1,1,123.00,28,56,13,5.00,0.26,No,61.50,Multi Listing Host
48229558,113439923,2017-01-26,t,1,1,t,Mount Pleasant,49.26,-123.09,Entire home/apt,2,1,1,123.00,30,133,8,5.00,0.35,Yes,61.50,Single Listing Host
48556684,231663454,2018-12-20,f,37,225,t,Downtown,49.28,-123.12,Entire home/apt,2,,,123.00,30,158,0,,,No,61.50,Multi Listing Host
51325905,415678476,2021-07-28,f,1,1,t,Victoria-Fraserview,49.22,-123.06,Entire home/apt,6,2,3,123.00,3,0,11,4.27,0.49,No,20.50,Single Listing Host
53953464,12131673,2014-02-10,t,2,2,t,Riley Park,49.24,-123.10,Entire home/apt,2,1,1,123.00,30,1,9,5.00,0.57,Yes,61.50,Multi Listing Host
7.32725E+17,475169054,2022-08-15,,8,8,t,Dunbar Southlands,49.25,-123.18,Private room,2,,1,123.00,1,161,3,5.00,3,Missing,61.50,Multi Listing Host
7.32954E+17,475169054,2022-08-15,,8,8,t,Dunbar Southlands,49.25,-123.18,Private room,2,,2,123.00,1,150,16,5.00,2.08,Missing,61.50,Multi Listing Host
8.65963E+17,424477266,2021-09-24,,23,42,f,Dunbar Southlands,49.24,-123.17,Private room,4,,2,123.00,4,4,3,4.33,2.14,Missing,30.75,Multi Listing Host
9.08696E+17,29905110,2015-03-24,f,1,2,t,Mount Pleasant,49.26,-123.09,Entire home/apt,2,1,1,123.00,30,163,0,,,No,61.50,Multi Listing Host
2710628,7107927,2013-06-25,f,1,1,t,Hastings-Sunrise,49.27,-123.04,Entire home/apt,2,1,1,124.00,3,277,1,5.00,1,No,62.00,Single Listing Host
20873976,5516395,2013-03-18,,1,1,t,Grandview-Woodland,49.28,-123.07,Private room,2,,1,124.00,2,8,206,4.94,2.95,Missing,62.00,Single Listing Host
27981581,5438862,2013-03-12,,5,5,t,Oakridge,49.23,-123.11,Private room,1,,1,124.00,2,48,86,4.97,1.48,Missing,124.00,Multi Listing Host
34711944,261809530,2019-05-14,f,1,1,f,Downtown,49.28,-123.12,Entire home/apt,3,1,2,124.00,1,0,0,,,No,41.33,Single Listing Host
52994683,45278027,2015-09-28,f,1,1,t,West End,49.29,-123.14,Entire home/apt,2,1,1,124.00,3,238,50,4.42,2.55,No,62.00,Single Listing Host
53046207,242006824,2019-02-09,t,3,5,t,West End,49.29,-123.13,Entire home/apt,4,1,2,124.00,26,69,7,5.00,0.56,Yes,31.00,Multi Listing Host
7.96504E+17,238308886,2019-01-22,f,41,88,t,West End,49.29,-123.13,Entire home/apt,2,,1,124.00,30,43,2,5.00,0.86,No,62.00,Multi Listing Host
8.19503E+17,3081156,2012-07-28,f,1,1,t,Mount Pleasant,49.26,-123.09,Entire home/apt,3,2,3,124.00,30,295,2,5.00,0.82,No,41.33,Single Listing Host
8.48128E+17,484289393,2022-10-19,t,5,10,t,Victoria-Fraserview,49.22,-123.08,Entire home/apt,3,1,1,124.00,1,74,5,4.60,2.08,Yes,41.33,Multi Listing Host
35304,151996,2010-06-25,t,1,1,t,Grandview-Woodland,49.27,-123.07,Entire home/apt,2,1,1,125.00,2,270,552,4.75,3.54,Yes,62.50,Single Listing Host
140698,69640,2010-01-11,t,1,3,t,Mount Pleasant,49.26,-123.10,Entire home/apt,3,1,5,125.00,6,141,155,4.85,1.07,Yes,41.67,Multi Listing Host
755558,3976484,2012-10-25,f,1,1,t,Kitsilano,49.26,-123.17,Entire home/apt,4,2,2,125.00,2,0,78,4.86,0.65,No,31.25,Single Listing Host
1032892,2378744,2012-05-15,,1,1,t,Grandview-Woodland,49.27,-123.06,Private room,2,,1,125.00,2,76,106,4.85,0.86,Missing,62.50,Single Listing Host
2454353,10997524,2014-01-03,f,1,1,t,Kensington-Cedar Cottage,49.24,-123.09,Entire home/apt,3,1,2,125.00,30,160,180,4.97,1.6,No,41.67,Single Listing Host
4888430,25151201,2014-12-24,t,2,2,t,Mount Pleasant,49.26,-123.08,Entire home/apt,2,1,1,125.00,3,53,483,4.93,4.81,Yes,62.50,Multi Listing Host
5759976,4408084,2012-12-14,f,1,1,t,Downtown Eastside,49.28,-123.10,Entire home/apt,3,1,2,125.00,4,0,39,4.87,0.39,No,41.67,Single Listing Host
6365193,26741677,2015-01-26,f,1,2,t,Grandview-Woodland,49.27,-123.06,Entire home/apt,3,2,1,125.00,5,0,5,4.80,0.06,No,41.67,Multi Listing Host
7934230,1999829,2012-03-24,t,1,3,t,Downtown,49.28,-123.13,Entire home/apt,2,2,1,125.00,180,149,14,4.57,0.15,Yes,62.50,Multi Listing Host
8423376,44361928,2015-09-16,f,1,1,t,Grandview-Woodland,49.26,-123.07,Entire home/apt,4,11,2,125.00,4,0,5,4.80,0.05,No,31.25,Single Listing Host
10231101,9562903,2013-10-21,t,4,5,t,Kitsilano,49.27,-123.15,Entire home/apt,4,1,2,125.00,30,364,40,4.58,0.46,Yes,31.25,Multi Listing Host
10939480,5630740,2013-03-26,t,4,4,t,Downtown Eastside,49.28,-123.10,Entire home/apt,2,1,1,125.00,31,116,84,4.88,1.02,Yes,62.50,Multi Listing Host
14029073,13480596,2014-03-24,,3,4,t,Hastings-Sunrise,49.29,-123.04,Private room,1,,1,125.00,365,365,61,4.57,0.73,Missing,125.00,Multi Listing Host
14535292,74168621,2016-05-26,f,1,1,t,Kensington-Cedar Cottage,49.24,-123.07,Entire home/apt,4,2,2,125.00,4,0,15,4.92,0.21,No,31.25,Single Listing Host
15041985,95032721,2016-09-13,f,2,4,t,Renfrew-Collingwood,49.25,-123.05,Entire home/apt,3,1,1,125.00,2,289,73,4.73,0.89,No,41.67,Multi Listing Host
15280784,2079660,2012-04-05,f,1,1,t,Downtown,49.28,-123.12,Entire home/apt,2,1,1,125.00,80,6,2,5.00,0.02,No,62.50,Single Listing Host
18909113,26291235,2015-01-18,f,1,2,t,Downtown,49.28,-123.13,Entire home/apt,2,1,1,125.00,30,48,10,4.89,0.14,No,62.50,Multi Listing Host
18935250,131983294,2017-05-25,f,1,1,t,West End,49.28,-123.13,Entire home/apt,3,2,1,125.00,2,0,21,4.95,0.29,No,41.67,Single Listing Host
19211342,134435512,2017-06-10,f,1,1,t,Kitsilano,49.27,-123.16,Entire home/apt,2,1,1,125.00,21,61,4,4.67,0.06,No,62.50,Single Listing Host
19271929,106622944,2016-12-08,t,2,2,t,Downtown,49.28,-123.12,Entire home/apt,2,1,1,125.00,30,221,27,4.85,0.4,Yes,62.50,Multi Listing Host
19931966,134758907,2017-06-12,f,12,15,t,Downtown,49.29,-123.13,Entire home/apt,3,2,2,125.00,30,149,23,4.30,0.34,No,41.67,Multi Listing Host
20982614,25617728,2015-01-05,f,1,1,f,Mount Pleasant,49.27,-123.10,Entire home/apt,2,1,1,125.00,30,0,14,4.79,0.2,No,62.50,Single Listing Host
21011527,57397702,2016-02-04,f,1,2,f,Grandview-Woodland,49.27,-123.07,Entire home/apt,4,1,1,125.00,2,0,52,4.77,0.75,No,31.25,Multi Listing Host
21344002,129023355,2017-05-05,f,1,3,f,Riley Park,49.25,-123.10,Entire home/apt,2,1,1,125.00,30,0,1,3.00,0.01,No,62.50,Multi Listing Host
23237255,129656102,2017-05-09,,3,3,t,Shaughnessy,49.25,-123.14,Private room,3,,2,125.00,1,307,33,4.85,0.53,Missing,41.67,Multi Listing Host
24961531,106622944,2016-12-08,t,2,2,t,Downtown,49.28,-123.12,Entire home/apt,2,1,1,125.00,30,206,18,5.00,0.31,Yes,62.50,Multi Listing Host
25947820,191468035,2018-05-24,t,3,3,t,Kitsilano,49.26,-123.15,Entire home/apt,2,1,1,125.00,5,11,169,4.93,2.8,Yes,62.50,Multi Listing Host
26043557,21783759,2014-09-25,t,11,11,t,Downtown,49.28,-123.12,Entire home/apt,2,1,1,125.00,30,284,12,4.92,0.21,Yes,62.50,Multi Listing Host
27138486,119548344,2017-03-06,f,1,1,t,Kensington-Cedar Cottage,49.26,-123.07,Entire home/apt,4,2,2,125.00,2,47,142,4.79,2.41,No,31.25,Single Listing Host
27225802,95217850,2016-09-15,f,36,37,t,Downtown,49.27,-123.11,Entire home/apt,2,1,1,125.00,30,99,6,4.67,0.1,No,62.50,Multi Listing Host
27903059,30300318,2015-03-30,,4,4,t,West End,49.29,-123.13,Private room,2,,1,125.00,2,0,5,4.80,0.09,Missing,62.50,Multi Listing Host
29481528,3573108,2012-09-15,,1,3,t,Downtown,49.28,-123.13,Private room,1,,1,125.00,30,0,0,,,Missing,125.00,Multi Listing Host
30229887,95217850,2016-09-15,f,36,37,t,West End,49.28,-123.13,Entire home/apt,2,1,1,125.00,30,314,2,3.00,0.05,No,62.50,Multi Listing Host
30238086,102373854,2016-11-03,t,1,1,t,Kensington-Cedar Cottage,49.25,-123.08,Entire home/apt,3,2,2,125.00,10,18,35,5.00,0.73,Yes,41.67,Single Listing Host
30856530,164329859,2017-12-26,f,3,3,t,Mount Pleasant,49.27,-123.10,Entire home/apt,2,1,1,125.00,2,0,0,,,No,62.50,Multi Listing Host
31570080,236643389,2019-01-14,,1,1,f,West Point Grey,49.27,-123.19,Private room,2,,1,125.00,2,0,6,4.80,0.11,Missing,62.50,Single Listing Host
32069175,240491080,2019-02-01,f,1,1,t,Downtown,49.28,-123.11,Entire home/apt,4,1,2,125.00,3,162,35,4.63,0.67,No,31.25,Single Listing Host
33645791,19846624,2014-08-11,f,3,7,t,Downtown Eastside,49.28,-123.11,Entire home/apt,2,1,1,125.00,90,152,1,5.00,0.19,No,62.50,Multi Listing Host
34516270,107582424,2016-12-17,f,1,2,t,Dunbar Southlands,49.25,-123.18,Entire home/apt,5,2,3,125.00,50,0,16,5.00,0.38,No,25.00,Multi Listing Host
34936006,8705762,2013-09-08,,1,1,f,Fairview,49.26,-123.13,Private room,2,,1,125.00,3,0,16,5.00,0.33,Missing,62.50,Single Listing Host
35044405,154211456,2017-10-11,f,1,1,t,Riley Park,49.24,-123.10,Entire home/apt,4,2,3,125.00,30,0,13,5.00,0.28,No,31.25,Single Listing Host
35200581,39181323,2015-07-21,,5,16,t,Kitsilano,49.26,-123.19,Entire home/apt,5,2,2,125.00,3,282,7,4.71,0.14,Missing,25.00,Multi Listing Host
36774024,183557402,2018-04-10,,2,3,f,Downtown,49.27,-123.13,Private room,2,,1,125.00,1,0,20,4.75,0.44,Missing,62.50,Multi Listing Host
37770091,5099769,2013-02-15,f,1,1,t,Riley Park,49.25,-123.09,Entire home/apt,3,1,2,125.00,28,43,48,4.67,1.18,No,41.67,Single Listing Host
38131507,12622203,2014-02-26,t,1,1,t,Kensington-Cedar Cottage,49.25,-123.09,Entire home/apt,4,1,2,125.00,5,36,53,4.92,1.15,Yes,31.25,Single Listing Host
39079351,299518072,2019-10-02,f,2,2,t,Kensington-Cedar Cottage,49.25,-123.08,Entire home/apt,4,2,2,125.00,2,0,5,5.00,0.12,No,31.25,Multi Listing Host
39084440,12436810,2014-02-21,f,1,1,t,Hastings-Sunrise,49.28,-123.05,Entire home/apt,6,3,3,125.00,60,0,0,,,No,20.83,Single Listing Host
